epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.1334,1.38977,2.87443,1.8935,0.83145,0.72866,0.88455,0.44301,1.51003,1.47584,2.63251,0.000277064,0.000277064,0.000277064
2,59.5229,1.31932,1.8625,1.77326,0.88369,0.85181,0.93662,0.4572,1.66406,1.14806,2.66229,0.000280139,0.000280139,0.000280139
